record_id,alert_month,alert_section,drug_name,dosage_form,batch_number,mfg_date,expiry_date,manufacturer_raw,manufacturer_id,manufacturer_canonical,manufacturer_state,state,failure_reason,failure_categories,label_claim_disputed,testing_lab,lab_type,lab_name_canonical,source_url,source_type,parse_confidence,parse_flags
NSQ_2026-06_438fafc91851,2026-06,state_lab,Ciprofloxacin Tablets IP 500mg,,CPT25066,2025-06,2028-05,"Vivek Pharmachem (India) Ltd., N.H. 8, Chimanpura, Amer, Jaipur- 303102",1783,Vivek Pharmachem (India) Ltd,Rajasthan,Rajasthan,"The sample does not conform to IP, in Respect of Dissolution.",dissolution,,DTL Lucknow,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:303102
NSQ_2026-06_43a948921518,2026-06,state_lab,Phenazone & Lidocaine Hydrochloride Ear Drops -5ml,,AOT01ACB,2026-01,2027-12,"Pure & Cure Healthcare Pvt. Ltd., Plot No.26A, 27-30, Sector-8A, I.I.E., SIDCUL, Ranipur, Haridwar-249403",1281,Pure & Cure Healthcare Pvt. Ltd,Uttarakhand,Uttarakhand,Content,assay,,"DTL, Chennai-25",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:249403
NSQ_2026-06_44b8cff6598a,2026-06,state_lab,Telmisartan Tablets IP 40 Mg,,SPE250642,2025-05,2027-04,"Aristo Pharmaceuticals Pvt. Ltd., Plot Nos-2040-46, NH. 10, Baghey Khola, P.O.- Majhitar, Sikkim-737136",151,Aristo Pharmaceuticals Pvt. Ltd,Sikkim,Sikkim,The sample does not conform to I.P. w.r.to the tests for Identification and Assay,identification|assay,,"SDTL, Guwahati",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_46f717822718,2026-06,state_lab,Paracetamol Tablets IP 500 mg,,PAK-643,2024-02,2027-01,"Healer's Lab Unit II, Plot No. 33, H.P.S.I.D.C, Extn, Baddi, Distt-solan (H.P)",621,Healer's Lab,Himachal Pradesh,Himachal Pradesh,Sample does not conform to IP 2022 standards. This particular batch sample fails the test Dissolution,dissolution,,"RDTL, Ernakulam",state,"Regional Drugs Testing Laboratory, Ernakulam (Kerala)",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_4ace47e76da1,2026-06,state_lab,"Mefenamic Acid Tablets B.P. 500 mg,",,T-2506151,2025-06,2027-05,"Aagya Biotech Pvt Ltd., 1.5 K.M, Manglour- Saharanpur Road,Manglour-247656, Roorkee, Distt.Haridwar (U.K.), India",9,Aagya Biotech Pvt. Ltd,Uttarakhand,,The Sample does not confirms to BP standards with respect to the test Disintegration,disintegration,,RDTL Ernakulam,state,"Regional Drugs Testing Laboratory, Ernakulam (Kerala)",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:247
NSQ_2026-06_4e02c02dd420,2026-06,central_lab,"Bromhexine Hydrochloride, Terbutaline Sulphate, Guaiphenesin & Menthol Syrup",,L-2601029,2026-01,2027-12,"Rivpra Formulation Pvt. Ltd.,Plot No.8, Sector-6A, I.I.E. SIDCUL, Haridwar-249 403 (U.K.)",1357,Rivpra Formulation Pvt. Ltd,Uttarakhand,,The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Bromhexine Hydrochloride.,assay,,"RDTL, Chandigarh",central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2026-06_541a57d5c34d,2026-06,state_lab,Hingwasht Churna,,HC09/24,2024-09,2026-08,"Inducare Pharma Pvt. Ltd.Factory-C-34, Jejuri, MIDC, Jejuri,Pune",694,Inducare Pharma Pvt. Ltd.Factory-C-34,,,"The sample does not comply with API requirement for total Ash(i.e 32%) which is more than the permissible limit2. The sample does not found to contain insects, wabbing , Larvae and any other extraneous matter when observed in normal day light with naked eye.",other,,"FDAL, Mumbai",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:the sample does not comply with api requirement for total as|state_not_derived:no_match
NSQ_2026-06_541fbf8ab76e,2026-06,central_lab,B-Complex with L-Lysine & Zinc Syrup,,BL-2650,2024-12,2026-05,"Bioland Pharma,Plot No. 145, Industrial Estate, HSIIDC, Saha-133104 (AMBALA) Haryana",261,Bioland Pharma,Haryana,Haryana,"The sample does not conform to claim as per Schedule V of Drugs and Cosmetics Act and Rules 1945 with respect to Assay of Zinc, Vitamin B3, Vitamin B1, Vitamin B2, Vitamin B6 and Vitamin D3.",assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_5501065add5a,2026-06,state_lab,Paracetamol Oral Suspension IP,,25K-3031,2025-11,2027-10,"Varav Biogenesis Pvt.Ltd, Plot No. 3 & 3A, Industrial Area, Trilokpur Road, Kala AMB, Distt. Sirmour (HP) - 173030",1744,Varav Biogenesis Pvt.Ltd,Himachal Pradesh,Himachal Pradesh,Content,assay,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173030
NSQ_2026-06_562066395eab,2026-06,state_lab,Magnesium Sulphate Injection I.P-2ml,,201,2026-01,2027-12,"Hindustan Medicines Pvt Ltd, Barauni - 851112.",656,Hindustan Medicines Pvt. Ltd,Bihar,Bihar,pH,ph,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:851112
NSQ_2026-06_575c6e7e65c1,2026-06,state_lab,Paracetamol Paediatric Oral Suspension IP,,L5G174,2025-07,2027-06,"Smayan Healthcare Pvt. Ltd. Plot No. 8- 9-26-27, HPSIDC Industrial Area, Davni, Baddi, Distt. Solan (H.P)-1732025",1513,Smayan Healthcare Pvt. Ltd,Himachal Pradesh,,Test For Assay (Content) Of Paracetamol,assay,,Delhi,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2026-06_583eeb83cc30,2026-06,state_lab,Azithromycin Oral Suspension IP,,26150,2026-03,2028-02,"Zeta Formulation Private Limited, No. 157, GST Road (Ground & First Floor), Pukkathurai, Madurandagam, Kanchipuram Dist-603116",1848,Zeta Formulation Private Limited,Tamil Nadu,Tamil Nadu,pH and Content,ph|assay,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:603116
NSQ_2026-06_5a53afa00bb5,2026-06,state_lab,Glimepiride Tablets IP 1mg,,M25799027,2025-10,2027-09,"Dr. Miltons Laboratories Private Limited, R.S.No.135/6, Sanyasikuppum Village, Thirubuvanai (Post), Mannadipet Commune, Puducherry, 605107",448,Dr. Miltons Laboratories Private Limited,Puducherry,Puducherry,Dissolution,dissolution,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_5d4bcd17f693,2026-06,state_lab,Gentamicin Injection IP-40mg/ml-2ml,,683511,2025-11,2027-10,"Zazen Pharma Pvt. Ltd., Plot No.7&8, Off N.H.No.8, Vasai Phata, Vasai (E), Dist. Phalgar, Pin-401208, Maharastra.",1840,Zazen Pharma Pvt. Ltd,Maharashtra,Maharashtra,pH,ph,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:401208
NSQ_2026-06_60881b0b84e0,2026-06,state_lab,Promethazine Hydrochloride Syrup IP,,MDL-C819,2025-12,2027-11,"Marvellon Pharmaceuticals Pvt.Ltd., KH.No.114, VILL. Damowala, P.O, Barotiwala, Baddi, Distt. Solan (HP), 174103.",919,Marvellon Pharmaceuticals Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Content,assay,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:174103
NSQ_2026-06_6206b3968dfe,2026-06,state_lab,Enteric Coated Rabeprazole Sodium & Domperidone Sustained Release Capsules,,RDAA24009,2024-10,2026-09,"Signova Healthcare Pvt Ltd, Unit-II, EPIP, Silasundari Ghopa, Amingaon, North Guwahati, Assam-781031",1504,Signova Healthcare Pvt. Ltd,Assam,Assam,The sample does not conform to I.P. w.r.to the tests for Dissolution & Assay,dissolution|assay,,"SDTL, Guwahati",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_64ff58efab82,2026-06,state_lab,Glimepiride Tablets IP 1mg,,M25799030,2025-11,2027-10,"Dr. Miltons Laboratories Private Limited, R.S.No.135/6, sanyasikuppum Village, Thirubuvanai (Post), Mannadipet Commune, Puducherry, 605107",448,Dr. Miltons Laboratories Private Limited,Puducherry,Puducherry,Dissolution,dissolution,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_668f829bf429,2026-06,state_lab,"Thiamine Riboflavin, Niacinamide, Cynocobalamin & Liver Crude Injection (LIVGROW) Vetrinary Injection.",,VL250515,2026-02,2028-01,"VADSP Pharmaceuticals, Plot No. 124, E.P.I.P. Ind. Area, Phase-I, Jharmajri, Baddi (H.P.) 174103",1737,VADSP Pharmaceuticals,Himachal Pradesh,Himachal Pradesh,The sample does not conform to the claim with respect to Assay of Cynocobalamin (Nil) and Riboflavin (Nil),assay,,DTL Jaipur,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_6abeac7e2b4a,2026-06,state_lab,Amoxycillin & Potassium Clavulanate Tablets I.P. (Moxkit-CV 625),,MICTAB- 2302,2025-03,2026-08,"Micro Formulations, Chambaghat, Near Railway Crossing, Solan, Distt. Solan (H.P.) 173213 Mkt by M/s Boyel Pharma Pvt. Ltd., Raheja Centre Point 294, CST Road, Near Mumbai University Off. Bandra Kurla Complex, Santacruz (E) Mumbai Maharashtra 400098, India",1042,Micro Formulations,Himachal Pradesh,,The sample does not conform to the IP with respect to Assay of Clavulanic Acid (NIL) and Amoxycillin.,assay,,DTL Jaipur,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_ambiguous:Himachal Pradesh/Maharashtra
NSQ_2026-06_6d686cbe932a,2026-06,state_lab,Thiocolchicoside Injection 4mg/2ml,,UFI60301,2026-03,2028-02,"VTV Formulations India Pvt.Ltd.At Vill .Gullarwala,sai road,Baddi-173205,distt.Solan(HP)",1797,VTV Formulations India Pvt Ltd,Himachal Pradesh,Himachal Pradesh,"The sample does not confirm to the prescribed Standards of quality with respect to following three parameters Decription,Particulate matter,Sterility Test.",sterility|particulate_matter,,"DTL,DALGATE SRINAGAR KASHMIR( J AND K)",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173205
NSQ_2026-06_6f31de82b01d,2026-06,state_lab,Telmisartan Tablets IP 20mg,,PRT2601-30,2026-01,2027-12,"Regent Ajanta Biotech 86-87, Vill-Makhiyali Dundi,Peerpura Road, Roorkee-247667, Uttarkhand",1320,Regent Ajanta Biotech,Uttarakhand,,The sample does not conform to I.P. w.r.to the tests for Dissolution,dissolution,,"SDTL, Guwahati",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:247
NSQ_2026-06_6ff22749eb0b,2026-06,state_lab,"Fluorometholone Eye Drops IP , Flomia Eyedrops",,HE5106A,2025-04,2027-03,"Hanuchem Laboratories, Plot No 13, Sector-5, Industrial Area, Parwanoo, Distt. Solan (H.P)",610,Hanuchem Laboratories,Himachal Pradesh,,The sample does not conform to IP standards. This particular batch of sample fails the tests Sterility and Assay,sterility|assay,,"RDTL, Ernakulam",state,"Regional Drugs Testing Laboratory, Ernakulam (Kerala)",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2026-06_6ff4ae376134,2026-06,state_lab,Cefixime Dispersible Tablet IP,,VT240492,2024-05,2026-04,"VADSP Pharmaceuticals, Plot No. 124, E.P.I.P. Ind. Area, Phase-I, Jharmajri, Baddi (H.P.) 174103",1737,VADSP Pharmaceuticals,Himachal Pradesh,Himachal Pradesh,The sample does not conform to the IP with respect to Assay of Cefixime Trihydrate eq. to Anhydrous Cefixime.,assay,,DTL Bikaner,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_6ff5f0f05ab5,2026-06,state_lab,Ferrous Sulphate & Folic Acid Tablets I.P.,,B250205,2025-02,2027-01,"Bochem Healthcare Pvt. Ltd., 83-84, Indl. Area, Dewas Road, Mazziri, Ujjain- 456010",286,Bochem Healthcare Pvt. Ltd,Madhya Pradesh,Madhya Pradesh,Description Tablets having Mottling Defect/Discoloration.,description_labelling,,"SDFTL US Nagar,UK",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:456010
NSQ_2026-06_70107b548bd9,2026-06,state_lab,"Terbutaline Sulphate, Bromhexine Hydrochloride, Guaiphenesin & Menthol Syrup",,EM1LF005,2025-04,2027-03,"Unicure India Ltd.,Plot No. 46(B), / 49B, VILL, Raipur, Bhagwanpur, Roorkee, Distt. Haridwar, Uttarakhand (INDIA)",1713,Unicure India Ltd,Uttar Pradesh,Uttarakhand,Content,assay,,"DTL, Chennai-06",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_711039c86999,2026-06,state_lab,"Terbutaline Sulphate, Ambroxol Hydrochloride, Guaiphenesin & Menthol Expectorant",,JLI2586,2025-09,2027-08,"Janveda Healthceutical Pvt. Ltd., 26, Gopi Industrial Estate, Changodar, Ahmedabad-382213. (Gujarat)",739,Janveda Healthceutical Pvt. Ltd,Gujarat,Gujarat,Ambroxol Hydrochloride content,assay,,"FDL, Vadodara",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_715e00a0df78,2026-06,state_lab,Cyproheptadine HCL & Tricholine Citrate Syrup,,CL25122,2025-08,2027-07,"Clever Formulations., 75, Kapasi Industrial Park, Santej, Gandhinagar-380060",366,Clever Formulations,Gujarat,Gujarat,Microbial Contamination: Total Aerobic Viable Count (TAC),microbial_contamination,,"FDL, Vadodara",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:380060
NSQ_2026-06_747634525aa5,2026-06,state_lab,Amoxycillin And Potassium Clavunate Tablets,,SPAR25007,2025-02,2027-01,"Cosmas Research Lab Ltd., Village: Gaunsura, P.P. Noorpur Bet, Hambran, Ludhiana-141008",389,Cosmas Research Lab Ltd,Punjab,Punjab,The contents of Clavulanic Acid found to be 107.16mg/Tablet (85.728%) against claim of 125.0mg/Tablet.,other,,"SDTL, Punjab",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:the contents of clavulanic acid found to be 107.16mg/tablet |state_derived_from_pin:141008
NSQ_2026-06_7687a82f2ddd,2026-06,state_lab,Oral Rehydration Salts IP,,4047,2026-03,2028-02,"Super Formulations Pvt. Ltd., 16-B & 15-F, Industrial Area, Maxi Road, Ujjain (M.P.)-456010",1591,Super Formulations Pvt. Ltd,Madhya Pradesh,Madhya Pradesh,Net Weight,other,,"SDTL, Punjab",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:net weight
NSQ_2026-06_795c33e0c132,2026-06,state_lab,Bisacodyl gastro-resistant Tablets IP,,2518853T002,2025-06,2028-05,"Scott-Edil Pharmacia Ltd., Unit II, Plot No. 21-22, EPIP, Phase -1, Jharmajri, Baddi, Distt.Solan-173205(HP), India.",1444,Scott-Edil Pharmacia Ltd,Himachal Pradesh,Himachal Pradesh,Sample does not conform to IP 2022 standards. This particular batch sample fails the test Dissolution,dissolution,,"RDTL, Ernakulam",state,"Regional Drugs Testing Laboratory, Ernakulam (Kerala)",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173205
NSQ_2026-06_7b9340ec71f9,2026-06,state_lab,Rabeprazole Gastro resistant Tablets IP 20 m,,UA01493,2024-06,2026-05,"LUPIN Ltd., 4th mile, Bhasmey, KarmareyBhasmey block, Duga llaka, Sikkim-737132, India",868,Lupin Ltd,Maharashtra,Sikkim,Dissolution test (Buffer stage),dissolution,,"SDT&RL, Bhubaneswar",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_7c111b12b099,2026-06,central_lab,Pantoprazole Gastro-resistant Tablets IP,,TG25-03290,2025-02,2027-01,"Athens Life Sciences,Mauza Rampur, Jattan, Nahan Road, Kala Amb, Distt. Sirmour, H.P.-173030",176,Athens Life Sciences,Himachal Pradesh,Himachal Pradesh,The sample does not comply as per I.P. 2022 with respect to the test for Dissolution in Acid Stage for Pantoprazole and Description.,dissolution|description_labelling,,"RDTL, Guwahati",central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_7c60c271ab50,2026-06,state_lab,Amoxycillin Oral Suspension IP,,PDB111A,2024-11,2026-10,"Aan Life science Private Limited., Survey No. 144/1, P1, Village. Ghodasar -387110. Ta. Mahemdabad, Dist. Kheda, Gujarat. India.",10,Aan Life science Private Limited,Gujarat,Gujarat,Content of Amoxycillin.,assay,,"FDL, Vadodara",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_7da359b6fdd0,2026-06,state_lab,Amoxycillin Oral Suspension IP,,PDB110A,2024-11,2026-10,"Aan Life science Private Limited., Survey No. 144/1, P1, Village. Ghodasar -387110. Ta. Mahemdabad, Dist. Kheda, Gujarat. India.",10,Aan Life science Private Limited,Gujarat,Gujarat,Content of Amoxycillin.,assay,,"FDL, Vadodara",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_7de6629c4634,2026-06,state_lab,Amoxycillin Oral Suspension IP,,PDB107A,2024-11,2026-10,"Aan Life science Private Limited., Survey No. 144/1, P1, Village. Ghodasar -387110. Ta. Mahemdabad, Dist. Kheda, Gujarat. India.",10,Aan Life science Private Limited,Gujarat,Gujarat,Content of Amoxycillin.,assay,,"FDL, Vadodara",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
NSQ_2026-06_7ee1e0603154,2026-06,state_lab,Gamma Benzene Hexachloride Lotion USP,,6P46,2026-04,2028-03,"Yacca Lifesciences Pvt Ltd, (A WHO-GMP Certified Company) 156, Raipur, Bhagwanpur, Roorkee-247661 (INDIA)",1823,Yacca Lifesciences Pvt. Ltd,,,The Cited Product is official in IP Which it is Printed USP an the label of the cited product.,other,,"SDTL, Punjab",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:the cited product is official in ip which it is printed usp |state_ambiguous_pin:247
NSQ_2026-06_7f11799e0c81,2026-06,state_lab,Gamma Benzene Hexachloride Lotion USP,,6P47,2026-04,2028-03,"Yacca Lifesciences Pvt Ltd, (A WHO-GMP Certified Company) 156, Raipur, Bhagwanpur, Roorkee-247661 (UK)",1823,Yacca Lifesciences Pvt. Ltd,,,The Cited Product is official in I.P Which it is Printed as USP on the label of the cited product.,other,,"SDTL, Punjab",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:the cited product is official in i.p which it is printed as |state_ambiguous_pin:247
NSQ_2026-06_7f6421b86f04,2026-06,state_lab,Kumkum Pinjar,,06,2026-02,2028-01,"M.V. Vaze Consumer Products House No. 107/3, Vazu Building, Tq. Tuljarpur, Dist. Osmanabad-Tuljarpur 413601",876,M.V. Vaze Consumer Products House,Maharashtra,Maharashtra,The sample does not comply with specification for kumkum powder for the test of pH. pH. 2.70 is limit 5.5 to 9.0,ph,,"FDAL, Mumbai",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:413601
NSQ_2026-06_7f9f7487c3a6,2026-06,central_lab,Escitalopram Oxalate & Clonazepam Tablets IP,,NT250199,2025-09,2027-08,"Oxford Pharma,Khasra No. 913, Puhana Chowk, Dehradun Road, Roorkee, Distt. Haridwar, Uttarakhand 247667",1186,Oxford Pharma,Uttarakhand,Uttarakhand,The sample does not conform to the I.P. with respect to test for Related Substance and Description.,related_substances|description_labelling,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Jun-2026&source=All&tab=nsq,portal_json,1.0,
